ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q244,What is 'BPH' (Benign Prostatic Hyperplasia)?,disease,medium,"BPH is the medical term for an enlarged prostate, a common condition in older men. It is non-cancerous. The enlarged prostate gland can squeeze or block the urethra, causing symptoms like a frequent need to urinate, a weak stream, and difficulty starting urination.","Benign Prostatic Hyperplasia (BPH) is a non-cancerous enlargement of the prostate gland that particularly affects older men. This condition can interfere with the passage of urine by obstructing the flow from the bladder, leading to symptoms such as frequent urination or the feeling of incomplete bladder emptying.",0.3170731707317073,0.2,0.3170731707317073
q245,What is a 'PSA test'?,lab_test,medium,"A PSA test measures the level of Prostate-Specific Antigen (PSA) in a man's blood. PSA is a protein produced by the prostate gland. High levels can be a sign of BPH or, more seriously, prostate cancer. It is used as a screening tool.","A PSA test is a blood screen used to detect prostate cancer by measuring the level of prostate-specific antigen, a protein produced by the prostate gland. It involves a radioimmunoassay where a blood sample is tested with an antibody against PSA to determine the antigen level. Results from the test are generally available the next day.",0.3902439024390244,0.3232323232323232,0.3902439024390244
q246,What is 'erectile dysfunction' (ED)?,disease,medium,"Erectile dysfunction (impotence) is the inability to get and keep an erection firm enough for sex. It can be a sign of an underlying health condition, such as heart disease or diabetes, or can be caused by stress or psychological factors.",Erectile dysfunction (ED) is the inability to achieve or maintain an erection long enough to engage in sexual intercourse.,0.5555555555555556,0.3,0.5555555555555556
q247,What is 'sildenafil' (Viagra)?,treatment,medium,Sildenafil (brand name Viagra) is a medication used to treat erectile dysfunction. It is a 'PDE5 inhibitor' that works by increasing blood flow to the penis. It does not cause an erection without sexual stimulation.,"Sildenafil, marketed under the name Viagra, is a medication used to treat erectile dysfunction in men. It was originally developed to treat angina but received FDA approval for ED treatment in 1998. Viagra works as a vasodilator, helping to increase blood flow to assist in achieving and maintaining an erection.",0.32558139534883723,0.3294117647058824,0.3294117647058824
q248,What is a 'UTI' (Urinary Tract Infection)?,disease,easy,"A UTI is an infection in any part of the urinary system, but most commonly in the bladder (cystitis) or urethra. They are much more common in women and cause symptoms like a strong, persistent urge to urinate, a burning sensation when urinating, and cloudy urine.","A urinary tract infection (UTI) is an infection that occurs in any part of the urinary system, including the bladder and urethra, and can be classified as a lower UTI when it affects these areas. It is the most common type of hospital-acquired infection, often arising after urinary catheterization. UTIs can also be caused by bacteria from the intestinal tract entering the bladder, and individuals with weakened immune systems or on antibiotics are at risk for fungal infections like Candida.",0.3125,0.2698412698412698,0.3125
q249,What is 'cystitis'?,disease,medium,"Cystitis is the medical term for inflammation of the bladder, most often caused by a bacterial UTI. It is the most common type of urinary tract infection.",Cystitis is inflammation of the urinary bladder.,0.8571428571428571,0.35294117647058826,0.8571428571428571
q250,What is 'pyelonephritis'?,disease,high,"Pyelonephritis is a severe type of kidney infection (a UTI that has moved upstream). It's a serious condition that causes fever, chills, back/flank pain, and nausea. It requires prompt antibiotic treatment to prevent kidney damage or sepsis.","Pyelonephritis is an inflammation of the kidney and upper urinary tract, usually caused by a bacterial infection of the bladder known as cystitis.",0.3333333333333333,0.16666666666666666,0.3333333333333333
q251,What is 'hematuria'?,symptom,medium,"Hematuria is the medical term for blood in the urine. 'Gross hematuria' is visible blood. 'Microscopic hematuria' is blood only visible under a microscope. It can be a sign of a UTI, kidney stones, or, more seriously, cancer of the bladder or kidney.",Hematuria is the presence of blood in the urine and is a hallmark of Alport syndrome.,0.5384615384615384,0.30508474576271183,0.5384615384615384
q252,What are 'kidney stones'?,disease,medium,"Kidney stones (nephrolithiasis) are hard deposits made of minerals and salts that form inside your kidneys. They can cause excruciating pain (renal colic) as they pass through the urinary tract. The main symptom is severe, sharp pain in the side, back, or lower abdomen.","Kidney stones are solid masses formed from tiny crystals in the urine that can block the flow of urine, causing severe pain. While some kidney stones are silent and cause no symptoms, others create problems by obstructing urine flow and may lead to symptoms like extreme pain, frequent urination, and blood in the urine.",0.22727272727272727,0.16326530612244897,0.22727272727272727
q253,What is 'lithotripsy'?,medical_procedure,high,"Lithotripsy (specifically, extracorporeal shock wave lithotripsy or ESWL) is a non-invasive medical procedure used to treat kidney stones. It uses high-energy shock waves to break the stones into tiny pieces, which can then be passed in the urine.","Lithotripsy is a medical procedure that uses high-energy shock waves to fragment and disintegrate kidney stones, allowing the fragments to pass through the urinary system. The shock waves are created by a high-voltage spark or electromagnetic impulse and are focused on the stone from outside the body.",0.35135135135135137,0.28235294117647053,0.35135135135135137
q254,What is 'CKD' (Chronic Kidney Disease)?,disease,medium,"CKD is a condition characterized by the gradual, long-term loss of kidney function. The kidneys become damaged and cannot filter blood as well as they should. The two main causes are diabetes and high blood pressure.","Chronic Kidney Disease (CKD) is a condition characterized by a gradual loss of kidney function over time, often with no symptoms until significant and permanent damage has occurred. CKD is frequently the result of underlying health issues such as diabetes or hypertension. It is referred to as a ""silent"" killer because it remains undetected until the later stages when kidney damage is irreversible.",0.26,0.24242424242424246,0.26
q255,What is 'ESRD' (End-Stage Renal Disease)?,disease,high,"ESRD is the final, permanent stage of chronic kidney disease (CKD), where kidney function has declined to the point that the kidneys can no longer function on their own. The patient requires dialysis or a kidney transplant to survive.","End-stage renal disease (ESRD) is a condition characterized by the total failure of kidney function, typically occurring when kidney function falls to 5–10% of capacity. It is irreversible and fatal without proper treatment interventions, such as dialysis or kidney transplantation, to remove wastes and fluids from the bloodstream.",0.24390243902439024,0.2528735632183908,0.2528735632183908
q256,What is a 'creatinine' blood test?,lab_test,medium,"""A serum creatinine test measures the level of creatinine (a waste product from muscle breakdown) in your blood. Healthy kidneys filter creatinine out. A high level of creatinine in the blood is a sign that the kidneys are not functioning properly.""","A creatinine blood test measures the level of creatinine in the blood, which is a waste product filtered out by the kidneys. This test helps diagnose impaired kidney function and assess renal damage. Elevated levels of creatinine may indicate kidney disease.",0.36363636363636365,0.2926829268292683,0.36363636363636365
q257,What is 'GFR' (Glomerular Filtration Rate)?,lab_test,high,"GFR is the best test to measure your level of kidney function and determine your stage of kidney disease. It's a calculation based on your blood creatinine level, age, sex, and race. A low GFR indicates your kidneys are not filtering well.","GFR, or Glomerular Filtration Rate, is an index that measures how well the kidneys filter blood through the glomeruli. It indicates the kidney's efficiency in removing waste products from the blood.",0.17857142857142858,0.1095890410958904,0.17857142857142858
q258,What is an 'ultrasound'?,diagnosis,easy,"An ultrasound (or sonogram) is a non-invasive diagnostic imaging technique. It uses high-frequency sound waves to create real-time images of the inside of the body's soft tissues and organs, such as the heart, liver, gallbladder, and a developing fetus during pregnancy.","An ultrasound is a non-invasive procedure that uses high-frequency sound waves to produce images of organs and structures within the body. A transducer sends out sound waves that are reflected back and analyzed by a computer to create an image, commonly used in medical settings for purposes such as examining fetal development or diagnosing certain diseases.",0.3541666666666667,0.32989690721649484,0.3541666666666667
q259,What is an 'X-ray'?,diagnosis,easy,"An X-ray is a common imaging test that uses a small, safe dose of ionizing radiation to create pictures of the inside of your body. It is most effective for viewing dense structures, especially bones, and is used to diagnose fractures, pneumonia, and dental problems.","An X-ray is a form of electromagnetic radiation with shorter wavelengths than normal light that can penetrate most structures of the body to produce an image, known as a radiograph, on an X-ray film.",0.3448275862068966,0.2278481012658228,0.3448275862068966
q260,What is a 'mammogram'?,diagnosis,easy,"A mammogram is a specialized X-ray of the breast. It is used as a screening tool to detect early signs of breast cancer, often before a lump can be felt.","A mammogram is a low-dose, 2-view x-ray examination of the breast. It is used to detect abnormalities or changes in breast tissue, often to identify any potential signs of breast cancer.",0.5384615384615384,0.5245901639344263,0.5384615384615384
q261,What is 'chemotherapy'?,treatment,medium,"Chemotherapy ('chemo') is a type of cancer treatment that uses powerful drugs to kill fast-growing cells in the body. Because it is systemic (travels throughout the body), it also damages healthy fast-growing cells, causing side effects like hair loss and nausea.","Chemotherapy is the use of drugs to kill cancer cells, relieve symptoms, and achieve long-term remission of the disease. It often involves combination therapy, where multiple drugs are used for more effective treatment.",0.36666666666666664,0.2162162162162162,0.36666666666666664
q227,What is 'radiation therapy'?,treatment,medium,"Radiation therapy is a cancer treatment that uses high-energy beams (like X-rays or protons) to kill cancer cells and shrink tumors. It is a local treatment, meaning it is aimed directly at the tumor and affects only the part of the body being treated.","Radiation therapy is a localized treatment that uses ionizing radiation to target and destroy DNA in cancerous cells, often using beams like gamma rays or orthovoltage rays. It's painless and affects only the specific area of the body exposed to the radiation. There are two main types: external radiation therapy, where the radiation beam is directed from outside the body, and internal radiation therapy, or brachytherapy, where a radioactive source is placed inside the body.",0.2807017543859649,0.26890756302521013,0.2807017543859649
q228,What is 'immunotherapy'?,treatment,high,Immunotherapy is a type of cancer treatment that helps your own immune system fight cancer. It 'unleashes' or 'boosts' the body's natural defenses to find and destroy cancer cells. Checkpoint inhibitors are a common type.,Immunotherapy is a cancer treatment that stimulates the immune system to fight the cancer.,0.9230769230769231,0.40816326530612246,0.9230769230769231
q229,What is 'metastasis'?,disease,medium,"Metastasis is the medical term for cancer that has spread from its original (primary) site to a new, distant part of the body. For example, breast cancer that spreads to the lungs is called 'metastatic breast cancer.'","Metastasis is secondary cancer, or cancer that has spread from one body organ or tissue to another.",0.5,0.29629629629629634,0.5
q230,What is 'benign' vs. 'malignant'?,disease,easy,These terms describe tumors. 'Benign' means non-cancerous; the tumor does not invade nearby tissue or spread to other parts of the body. 'Malignant' means cancerous; the tumor can invade surrounding tissue and metastasize (spread) throughout the body.,"A 'benign' tumor is an abnormal growth that is slow-growing, does not invade surrounding tissue, and typically does not recur once removed. In contrast, a 'malignant' tumor is cancerous, invades surrounding tissue, can spread to other parts of the body, and generally resists treatment.",0.42857142857142855,0.2962962962962963,0.42857142857142855
q231,What is a 'carcinogen'?,disease,medium,"A carcinogen is any substance, radiation, or agent that is directly involved in causing cancer. Examples include tobacco smoke, asbestos, and ultraviolet (UV) radiation from the sun.","A carcinogen is an environmental factor that causes damage to a cell's DNA, leading to mutations that can initiate cancer.",0.29411764705882354,0.2127659574468085,0.29411764705882354
q232,What is 'SIDS' (Sudden Infant Death Syndrome)?,pediatrics,medium,"SIDS is the unexplained death, usually during sleep, of a seemingly healthy baby less than one year of age. The 'Back to Sleep' campaign, which advises placing infants on their backs to sleep, has significantly reduced SIDS rates.","Sudden Infant Death Syndrome (SIDS) is the unexplained death without warning of an apparently healthy baby, usually during sleep. The exact cause of SIDS is not known, and autopsies often reveal consistent findings like pinpoint hemorrhages inside the chest and mild airway inflammation. Theories include medical disorders affecting breathing or heart rates, metabolic issues, and the rebreathing of stale air in soft bedding.",0.14814814814814814,0.13861386138613863,0.14814814814814814
q233,What is 'croup'?,pediatrics,medium,"Croup is a common childhood infection of the upper airway, usually caused by a virus. It causes swelling around the vocal cords (larynx) and windpipe (trachea), resulting in a distinctive, harsh 'barking' cough and a high-pitched, squeaking noise when breathing in (stridor).","Croup is a common childhood ailment resulting from a viral infection of the larynx, characterized by a harsh barking cough and mild upper respiratory symptoms like a runny nose and cough. It is usually not serious, and most children recover within a few days, though some may require medical attention if they develop breathing difficulties.",0.3541666666666667,0.3092783505154639,0.3541666666666667
q234,What is 'RSV' (Respiratory Syncytial Virus)?,pediatrics,medium,"RSV is a very common respiratory virus that causes cold-like symptoms in most healthy adults and older children. However, it can be very serious, and even life-threatening, in infants and young children, causing pneumonia or bronchiolitis.","Respiratory syncytial virus (RSV) is a virus that can cause severe lower respiratory infections in children under the age of two and milder upper respiratory infections in older children and adults. It is also known as bronchiolitis in young children due to inflammation of the bronchioles, leading to symptoms like wheezing, difficulty breathing, and sometimes fatal respiratory failure.",0.27906976744186046,0.21276595744680854,0.27906976744186046
q235,What is 'bronchiolitis'?,pediatrics,medium,"Bronchiolitis is a common lung infection in young children and infants, most often caused by RSV. It causes inflammation and congestion in the smallest airways (bronchioles) of the lung, leading to wheezing and difficulty breathing.","Bronchiolitis is an acute viral infection that affects the small air passages in the lungs called bronchioles. It is most common in children aged two to 24 months, with peak infection generally occurring between three and six months of age.",0.3333333333333333,0.21333333333333332,0.3333333333333333
q236,What is 'colic'?,pediatrics,easy,"Colic is a term for frequent, prolonged, and intense crying or fussiness in a healthy infant with no apparent cause. It's defined by the 'rule of threes': crying for more than 3 hours a day, more than 3 days a week, for more than 3 weeks. It typically peaks at 6 weeks and resolves by 3-4 months.","Colic is persistent, unexplained crying in a healthy baby between two weeks and five months of age. It affects 10–20% of all infants and is more common in boys than in girls, often occurring in a family's first child.",0.375,0.20833333333333331,0.375
q237,What is an 'APGAR' score?,pediatrics,medium,"The APGAR score is a quick test performed on a newborn at 1 and 5 minutes after birth. It checks the baby's health on five simple criteria: Appearance (skin color), Pulse (heart rate), Grimace (reflex), Activity (muscle tone), and Respiration (breathing).","The Apgar score is an assessment of a newborn’s condition, rating five criteria: color, heart rate, stimulus response, muscle tone, and respirations, each from zero to two, for a maximum score of 10. It is conducted at one minute and five minutes after birth to determine if the newborn requires resuscitation.",0.3023255813953488,0.23913043478260873,0.3023255813953488
q238,What is a 'fontanelle'?,pediatrics,medium,A fontanelle is the anatomical term for the 'soft spot' on an infant's skull. These are gaps between the incompletely formed cranial bones that allow the baby's head to pass through the birth canal and for brain growth. They typically close by 18-24 months.,"A fontanelle is one of the two soft areas on a baby’s scalp, which are membrane-covered gaps between the bones of the skull. These areas, also called fontanels, allow for growth of the baby’s brain and skull during development.",0.46875,0.3132530120481928,0.46875
q239,What is 'meconium'?,pediatrics,high,"Meconium is the first stool of a newborn infant. It is a thick, dark green, tar-like substance made of material ingested during the time in the uterus. If a baby passes meconium before birth, it can be inhaled, causing a serious breathing problem called meconium aspiration syndrome.",Meconium is a greenish fecal material that forms the first bowel movement of an infant.,0.5333333333333333,0.1935483870967742,0.5333333333333333
q240,What is 'geriatrics'?,geriatrics,easy,"Geriatrics is the branch of medicine that specializes in the health and care of elderly people. It focuses on managing the complex medical, social, and functional issues that are common in older adults.","Geriatrics is a branch of medicine that focuses on the health care and treatment of older adults, addressing issues related to aging and age-related diseases.",0.6086956521739131,0.37931034482758624,0.6086956521739131
q241,What is 'polypharmacy'?,geriatrics,medium,"""Polypharmacy is the simultaneous use of multiple medications by a single patient often to treat multiple chronic conditions. It is most common in elderly patients and significantly increases the risk of drug interactions and adverse side effects.”","The term ""polypharmacy"" typically refers to the use of multiple medications by a patient, particularly common among older adults. It often relates to taking five or more medications simultaneously, which can increase the risk of adverse drug interactions and side effects.",0.4722222222222222,0.4102564102564103,0.4722222222222222
q242,What is 'delirium'?,geriatrics,high,"Delirium is a sudden, serious change in mental state, characterized by confusion, disorientation, and difficulty paying attention. It is *not* dementia. It often has an acute, reversible cause, such as an infection (like a UTI in the elderly), medication, or surgery.","Delirium is a state of mental confusion that develops quickly and usually fluctuates in intensity, characterized by reduced awareness and responsiveness to the environment, disorientation, incoherence, and memory disturbance. It is an acute but temporary disturbance of consciousness marked by symptoms such as confusion, difficulty paying attention, delusions, hallucinations, or restlessness. It can be triggered by factors like drug intoxication, high fever, head trauma, or metabolic disturbances.",0.3050847457627119,0.25925925925925924,0.3050847457627119
q243,What is the difference between 'delirium' and 'dementia'?,geriatrics,high,"'Delirium' has an acute, sudden onset (hours to days), is fluctuating, and is often reversible once the underlying cause (like an infection) is treated. 'Dementia' has a slow, progressive onset (months to years), is non-fluctuating (though 'sundowning' can occur), and is generally irreversible.","Delirium is a rapid-onset syndrome characterized by mental confusion and fluctuating levels of awareness, whereas dementia involves a gradual decline in memory and cognitive function over time. Delirium can occur alongside dementia, often due to drug effects or other disturbances, making individuals with dementia more susceptible to delirium.",0.13953488372093023,0.08791208791208792,0.13953488372093023
q244,What is a 'pressure ulcer' (bedsore)?,geriatrics,medium,"A pressure ulcer is an injury to the skin and underlying tissue resulting from prolonged, unrelieved pressure on the skin. They most often develop on skin that covers bony areas of the body, such as the heels, hips, and tailbone, in people who are bedridden or in a wheelchair.","A pressure ulcer, also known as a bedsore, is an open wound that forms when prolonged pressure is applied to skin covering bony outcrops of the body, such as the buttocks, hips, and heels. It develops when the skin is squeezed between a bone and another surface, like a bed or chair.",0.4,0.31683168316831684,0.4
q245,What is 'orthostatic hypotension'?,geriatrics,medium,"Orthostatic hypotension is a form of low blood pressure that happens when you stand up from sitting or lying down. It can make you feel dizzy or lightheaded, and is a major fall risk for elderly patients.","Orthostatic hypotension is an abnormal decrease in blood pressure when a person stands up, which may lead to fainting if the body's response to this change in position is slow or absent.",0.27586206896551724,0.20289855072463767,0.27586206896551724
q246,What is 'sarcopenia'?,geriatrics,medium,"""Sarcopenia is the progressive and generalized loss of skeletal muscle mass and strength that occurs as a natural part of the aging process. It contributes to frailty falls and a loss of physical independence in older adults.”","The context provided does not include information about 'sarcopenia.' Without additional context, I am unable to provide a definition.",0.15789473684210525,0.10714285714285714,0.15789473684210525
q247,What is 'presbycusis'?,geriatrics,medium,"Presbycusis is the medical term for age-related hearing loss. It is a gradual, progressive hearing loss that occurs in both ears, typically affecting the ability to hear high-pitched sounds first.","Presbycusis is age-related hearing loss that affects approximately 25% of people between the ages of 65 and 75, and half of those over 75. It often results in hearing loss in both ears, along with dizziness and ringing in the ears.",0.34375,0.30985915492957744,0.34375
q248,What is 'presbyopia'?,geriatrics,medium,"Presbyopia is the gradual, age-related loss of the eyes' ability to focus on nearby objects. It is a normal part of aging that becomes noticeable in one's early to mid-40s, leading to the need for reading glasses.","Presbyopia is a vision condition involving the loss of the eye’s ability to focus on close objects, typically occurring as a part of normal aging. Symptoms usually become noticeable between ages 40–45 and continue to develop until stabilizing after 10–20 years. It can cause headaches, eyestrain, and blurry vision, especially in dim lighting or when reading small print.",0.3018867924528302,0.3368421052631579,0.3368421052631579
q249,What is 'sundowning'?,geriatrics,medium,"Sundowning is a state of confusion, agitation, and anxiety that occurs in the late afternoon and evening (as the sun goes down). It is a common symptom in people with Alzheimer's disease or other forms of dementia.","The provided context does not include information about 'sundowning.' For a general understanding, sundowning typically refers to a state of confusion or agitation that some individuals with dementia or cognitive impairment experience during the late afternoon or evening. However, it is recommended to consult a healthcare professional for detailed information and guidance.",0.29545454545454547,0.24719101123595508,0.29545454545454547
q250,What is a 'DNR' order?,medical_procedure,medium,A DNR (Do Not Resuscitate) order is a medical order written by a doctor. It instructs healthcare providers not to perform cardiopulmonary resuscitation (CPR) if a patient's breathing stops or their heart stops beating. It is an advance directive.,"A 'DNR' order stands for ""Do Not Resuscitate."" It is a medical order written by a doctor that instructs healthcare providers not to perform CPR or other life-saving procedures if a patient's breathing or heart stops. This order is typically made based on the patient's wishes or those of their family or legal representatives.",0.4418604651162791,0.47311827956989244,0.47311827956989244
q251,What is 'intravenous' (IV)?,medical_procedure,easy,"Intravenous means 'within a vein.' It is a medical technique that delivers fluids, medications, or nutrients directly into a person's vein using a small tube (catheter).","'Intravenous' (IV) refers to the process of inserting a needle into a vein to deliver fluids, nutrients, or drugs directly into the bloodstream. This is commonly done in areas like the back of the hand or inside the elbow.",0.23333333333333334,0.1846153846153846,0.23333333333333334
q252,What is 'intramuscular' (IM)?,medical_procedure,easy,"Intramuscular means 'within the muscle.' An IM injection is a technique used to deliver a medication deep into the muscles, allowing it to be absorbed into the bloodstream quickly. Many vaccines are given via IM injection into the shoulder (deltoid) muscle.","Intramuscular (IM) refers to the injection of medication directly into a muscle. Chemotherapy given by intramuscular injection is absorbed into the blood more slowly than intravenous (IV) chemotherapy, potentially leading to longer-lasting effects.",0.39285714285714285,0.24324324324324323,0.39285714285714285
q253,What is 'subcutaneous' (Sub-Q)?,medical_procedure,easy,Subcutaneous means 'under the skin.' A subcutaneous injection is a short needle injection into the fatty tissue layer between the skin and the muscle. Insulin and some allergy shots are given this way.,'Subcutaneous' (Sub-Q) refers to the area beneath the skin.,0.125,0.09523809523809523,0.125
q254,What is 'NPO'?,medical_procedure,medium,"""NPO is a medical instruction from the Latin 'nil per os ' which means 'nothing by mouth.' It is a common order given to patients before surgery or certain medical procedures to prevent aspiration (inhaling stomach contents) during anesthesia.”","The term 'NPO' is not defined in the provided text. In a medical context, 'NPO' commonly stands for ""nil per os,"" which means nothing by mouth, typically indicating that a patient should not eat or drink anything before surgery or certain medical tests.",0.3333333333333333,0.31707317073170727,0.3333333333333333
q255,What is 'prophylaxis'?,treatment,medium,"Prophylaxis is any medical action or treatment taken to *prevent* a disease from occurring, rather than treating an existing one. For example, taking an antibiotic before dental surgery is 'antibiotic prophylaxis' to prevent heart infection.","Prophylaxis is a measure taken to maintain health and prevent the spread of disease. It can involve actions such as the use of antibiotics to prevent infections, particularly in individuals with specific medical conditions.",0.23333333333333334,0.1739130434782609,0.23333333333333334
q256,What is a 'differential diagnosis'?,diagnosis,high,"A differential diagnosis (DDx) is a list of possible conditions or diseases that could be causing a patient's symptoms. Doctors create this list and then use further tests (labs, imaging) to narrow it down and arrive at the correct final diagnosis.","A differential diagnosis is a systematic method used by doctors to identify a disease or condition in a patient. It involves distinguishing a particular disease or condition from others that present with similar clinical features. This process often includes evaluating a patient's history, performing physical exams, and considering or ruling out other possible conditions.",0.28888888888888886,0.21052631578947367,0.28888888888888886
q257,What is 'triage'?,public_health,medium,Triage is the process of sorting patients in an emergency setting (like an ER or disaster scene) based on the urgency of their condition. This ensures that patients with the most life-threatening injuries or illnesses are treated first.,"The context provided does not contain information about 'triage.' However, in general terms, triage is the process of prioritizing patients based on the severity of their condition to allocate medical attention efficiently, especially in emergency situations.",0.34375,0.2972972972972973,0.34375
q258,What is 'morbidity' vs. 'mortality'?,public_health,medium,"In public health, 'morbidity' refers to the rate of disease, illness, or complications in a population. 'Mortality' refers to the rate of death in a population. A disease can have high morbidity (makes many people sick) but low mortality (kills few people).","Morbidity refers to the presence of illness or disease within a population or individual, indicating the incidence or prevalence of health problems. Mortality, on the other hand, refers to the incidence of death within a population. Both terms are used to assess the health and outcomes of populations or individuals but from different perspectives.",0.2972972972972973,0.2916666666666667,0.2972972972972973
q259,What is a 'vector' (disease)?,public_health,medium,"In medicine, a vector is any living organism (like a mosquito, tick, or flea) that can transmit an infectious pathogen (like a virus or bacterium) from one host to another. For example, mosquitoes are vectors for malaria.","A 'vector' is an organism, such as an insect or animal, that carries and transmits a disease-causing agent, like a virus or bacteria, to another host without developing the disease itself.",0.2962962962962963,0.23529411764705882,0.2962962962962963
q260,What is a 'zoonotic' disease?,public_health,medium,"A zoonotic disease (or zoonosis) is an infectious disease that is transmitted from animals to humans. Examples include rabies (from bats, raccoons), Lyme disease (from ticks on deer/mice), and COVID-19 (believed to have originated in animals).","A zoonotic disease is an illness that can be transmitted from animals, whether wild or domesticated, to humans. Examples of zoonotic diseases include monkeypox and rabies.",0.52,0.4193548387096774,0.52
q261,What is a 'fomite'?,public_health,medium,"A fomite is an inanimate object (like a doorknob, phone, or piece of clothing) that can become contaminated with infectious pathogens and serve as a vehicle for their transmission.","The information you provided does not contain any details about a 'fomite.' A fomite generally refers to any non-living object or surface that can potentially carry and spread infectious agents. For a more detailed definition, you would need to refer to a source that covers this topic.",0.23076923076923078,0.21052631578947364,0.23076923076923078
q262,What is the 'incubation period'?,public_health,easy,"The incubation period is the time between when a person is first exposed to a pathogen (like a virus) and when they first begin to show symptoms of the disease. During this time, the person may be contagious without knowing they are sick.",The incubation period is the time interval between the initial exposure to an infectious agent and the appearance of the first symptoms of the illness.,0.5789473684210527,0.38235294117647056,0.5789473684210527
q263,What is 'contact tracing'?,public_health,medium,"Contact tracing is a public health strategy used to stop the spread of an infectious disease. It involves identifying people who have the disease, interviewing them to find out everyone they've had close contact with, and then informing those contacts that they may have been exposed.","The provided context does not define or mention 'contact tracing.' However, if you have any questions about contact dermatitis or fetal monitoring, I would be happy to help with that based on the provided context.",0.15625,0.09876543209876543,0.15625
q264,What is the 'CDC'?,public_health,easy,"The CDC (Centers for Disease Control and Prevention) is the national public health agency of the United States. Its main goal is to protect public health and safety by controlling and preventing disease, injury, and disability.","The CDC stands for the Centers for Disease Control and Prevention. It is an organization located at 1600 Clifton Rd., NE, Atlanta, GA 30333, and provides information on various health topics, including disease outbreaks and prevention efforts. Their website can be accessed at http://www.cdc.gov.",0.21052631578947367,0.225,0.225
q265,What is the 'WHO'?,public_health,easy,"The WHO (World Health Organization) is a specialized agency of the United Nations responsible for international public health. Its role is to direct and coordinate global health responses, set health standards, and provide technical support to countries.","The 'WHO' refers to the World Health Organization, a specialized agency of the United Nations responsible for international public health.",0.7777777777777778,0.4912280701754387,0.7777777777777778
q266,What is the 'FDA'?,public_health,easy,"The FDA (Food and Drug Administration) is a federal agency in the United States responsible for protecting public health by ensuring the safety, efficacy, and security of human and veterinary drugs, biological products, medical devices, our nation's food supply, and cosmetics.","The FDA, or Food and Drug Administration, is a U.S. government agency responsible for regulating food, pharmaceuticals, medical devices, cosmetics, and other health-related products to ensure their safety and effectiveness.",0.39285714285714285,0.30985915492957744,0.39285714285714285
q267,What is an 'epidemic'?,public_health,medium,"""An epidemic is a widespread occurrence of an infectious disease in a community or region at a particular time where the number of cases is significantly higher than what is normally expected.”",An epidemic is a condition suddenly acquired by a large number of people within a specific community and spreads rapidly throughout that community.,0.3333333333333333,0.21818181818181817,0.3333333333333333
q268,What is a 'pandemic'?,public_health,medium,"A pandemic is an epidemic that has spread over a very wide area, typically across multiple continents or worldwide, affecting a large numberof people. COVID-19 is a recent example of a pandemic.","A pandemic is a disease occurring in epidemic form that affects the entire population of a country, a people, or the world.",0.3888888888888889,0.25925925925925924,0.3888888888888889
q269,What is an 'endemic' disease?,public_health,medium,"An endemic disease is a disease that is constantly present at a baseline level in a specific geographic area or population. For example, malaria is endemic to many tropical regions.",An endemic disease is one that occurs naturally and is regularly found within a specific geographic area or population group.,0.5263157894736842,0.43999999999999995,0.5263157894736842
q270,What is a 'clinical trial'?,treatment,medium,"A clinical trial is a research study involving human volunteers that is designed to test the safety and effectiveness of a new medical treatment, drug, or device. These trials are conducted in phases (Phase I, II, III, IV) before a treatment can be approved by the FDA.","A clinical trial is a study conducted to compare the standard method of care with a new treatment, or to determine if one treatment is more beneficial for certain patients than others. These trials involve testing new treatments on patients and can offer access to treatments not widely available. Participation in clinical trials is voluntary.",0.4090909090909091,0.3137254901960785,0.4090909090909091
q271,What is a 'double-blind' study?,treatment,high,"A double-blind study is a type of clinical trial considered the 'gold standard.' In this study, neither the participants nor the researchers/doctors know which group is receiving the active treatment and which is receiving the placebo. This prevents bias from affecting the results.",A double-blind study is a type of scientific experiment where neither the participants nor the researchers know who is receiving the treatment or intervention and who is receiving the placebo or control. This method helps eliminate bias and ensures that the results are more reliable and objective.,0.45714285714285713,0.5333333333333333,0.5333333333333333
q272,What is 'hematology'?,specialty,medium,"Hematology is the branch of medicine concerned with the study of blood, blood-forming organs (like bone marrow), and blood diseases (like anemia, leukemia, and hemophilia).",The context provided does not contain information about 'hematology.' Please consult a relevant source for that information.,0.058823529411764705,0.04761904761904763,0.058823529411764705
q273,What is 'oncology'?,specialty,medium,"Oncology is the branch of medicine that specializes in the diagnosis, treatment, and prevention of cancer. A doctor who practices oncology is an 'oncologist.'","Oncology is the field of medicine that specializes in the diagnosis, treatment, and study of cancer. Oncologists are physicians who focus on various aspects of cancer care, including chemotherapy, radiation therapy, and surgery, to treat or manage the disease. There are different types of oncologists, such as medical oncologists, radiation oncologists, and surgical oncologists, each with a specific role in cancer treatment.",0.2916666666666667,0.3488372093023256,0.3488372093023256
q274,What is 'cardiology'?,specialty,easy,"Cardiology is the branch of medicine that specializes in diagnosing and treating diseases of the heart and blood vessels (the cardiovascular system), such as heart attacks, heart failure, and arrhythmias.",Cardiology is the branch of medicine that deals with the diagnosis and treatment of heart disorders and diseases.,0.6,0.45833333333333326,0.6
